,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
156,51,No,Travel_Rarely,,Research & Development,7,,,1,211,,,34,2,,Manufacturing Director,3,Married,6132,13983,,,No,17,3,3,80,0,10,,,1,0,0,0
157,,No,Travel_Rarely,,Research & Development,9,3,Medical,,214,2,Female,75,2,1,Research Scientist,,Married,3346,,4,Y,Yes,20,4,,80,1,9,3,2,1,0,0,
158,40,No,Travel_Rarely,630,,4,4,,,,3,Male,,2,3,,4,Married,10855,8552,7,Y,No,11,3,1,,,15,2,,12,11,2,
159,,No,Travel_Frequently,303,Sales,,4,,1,216,3,Female,75,3,1,Sales Representative,,Married,,11314,,Y,No,18,3,4,80,1,6,,3,4,3,1,2
160,22,No,,1256,Research & Development,,,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,,11992,1,Y,No,,4,1,80,2,2,6,3,,,2,
161,27,No,Non-Travel,,Research & Development,,3,Medical,1,,4,,57,3,1,Research Scientist,2,Divorced,2024,5970,6,,,18,3,4,80,,,1,1,2,2,2,
162,,No,,440,,21,3,Medical,,221,3,,42,3,,Research Scientist,4,Married,2713,6672,1,Y,No,11,,,80,1,,2,1,5,2,0,
163,57,No,,,Research & Development,24,,Life Sciences,1,,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,,12,2,1,5,3,1,4
164,27,No,,,Research & Development,3,,Medical,1,224,3,Male,79,2,,Research Scientist,3,,,25326,,,,15,3,,80,1,1,2,2,,1,,
165,,No,Travel_Rarely,1452,,11,3,Life Sciences,,226,3,Female,53,3,5,Manager,2,Single,,17053,3,Y,No,15,3,2,,0,,5,,5,4,4,4
166,41,No,,,Research & Development,,,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,,Y,,12,3,,80,,,,,9,8,1,8
167,30,No,Travel_Rarely,1339,Sales,,,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,,,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,
168,38,No,Travel_Rarely,,Sales,1,4,Life Sciences,1,230,1,Female,59,2,,Sales Executive,,Single,8686,12930,4,,,22,,3,,0,12,2,4,8,,0,7
169,32,No,,120,Research & Development,6,5,,1,231,3,,43,3,1,Research Scientist,3,,3038,,3,Y,No,,4,,,0,8,,3,,,1,
170,,No,Travel_Rarely,,Research & Development,17,3,,1,,3,,51,3,1,Research Scientist,,,3058,,0,Y,Yes,16,3,4,,1,,3,,5,2,1,
171,19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,,Female,,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,,4,1,80,,1,5,4,0,0,0,0
172,,No,,1480,Research & Development,3,,Medical,1,238,,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,,3,,,13,3,,8,7,7,
173,30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,,2,Laboratory Technician,,,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,,6,10
174,45,No,Travel_Rarely,1268,,4,2,,1,240,3,Female,,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,,11,3,1,,1,9,3,4,5,,0,3
175,56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,,,,67,3,1,Research Scientist,,Divorced,,13939,4,Y,,,3,3,80,,19,3,,,2,,2
176,33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,,1,Research Scientist,4,Single,,10515,0,Y,No,,3,1,80,0,4,2,,3,1,0,2
177,19,Yes,Travel_Rarely,303,,2,3,Life Sciences,1,243,2,,47,2,1,,4,,1102,,1,Y,No,,4,3,80,,1,3,2,1,0,1,0
178,46,No,Travel_Rarely,,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,,2137,1,Y,No,,4,3,80,3,24,2,3,24,,15,
179,,No,Travel_Rarely,1380,Research & Development,9,2,,,245,3,,75,3,1,Laboratory Technician,,Single,2288,6319,1,Y,,12,,3,,0,2,3,3,2,2,,1
180,31,No,,140,Research & Development,12,1,Medical,1,246,,Female,95,3,1,,4,Married,3929,6984,8,Y,,23,4,3,80,,7,0,3,4,2,0,2
181,34,No,,629,Research & Development,27,,Medical,1,247,,Female,95,3,1,Research Scientist,2,Single,2311,5711,,,,15,3,4,80,0,9,3,3,3,2,1,
182,,Yes,Travel_Rarely,1356,Sales,20,,Marketing,1,248,2,Female,70,3,1,,,,,21728,,Y,,,4,4,,0,4,5,2,4,3,,2
183,,No,Travel_Rarely,328,Research & Development,,3,,1,,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,,No,15,3,4,80,1,5,2,,3,2,,2
184,53,No,,,Research & Development,,2,,1,250,,Female,,4,2,Manufacturing Director,1,,4450,26250,1,Y,No,,3,3,80,2,,3,3,4,2,1,3
185,33,No,Travel_Rarely,931,Research & Development,,3,,,,4,Female,72,,1,Research Scientist,2,Married,2756,4673,,Y,No,13,3,4,,,8,5,,,7,1,6
186,40,No,,989,Research & Development,4,1,,1,253,4,Female,46,3,,,,Married,19033,6499,1,Y,No,14,3,,,1,21,2,3,,8,9,9
187,,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,,,No,11,3,4,80,0,36,3,,24,15,2,15
188,,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,3,,80,0,10,2,2,10,9,1,9
189,51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,,98,3,4,Healthcare Representative,,Single,13734,,3,Y,No,18,3,3,80,,,6,3,7,7,1,0
190,,No,Travel_Rarely,699,Research & Development,,4,Life Sciences,,259,,,65,2,5,Manager,,,,5678,0,Y,No,14,,1,80,1,34,5,3,33,18,11,9
191,27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,,2,Single,2279,11781,1,,No,16,3,4,80,0,7,2,2,7,7,0,3
192,35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,,2,2,Manufacturing Director,3,,5916,15497,3,Y,Yes,13,,,80,0,8,1,3,1,,0,
193,43,No,Non-Travel,1344,,,3,Medical,,262,4,Male,37,4,1,,4,Divorced,2089,,4,,,,3,4,,3,7,3,4,5,4,2,
194,45,No,Non-Travel,1195,,2,2,Medical,,264,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,,23,,4,80,1,22,1,,20,8,11,8
195,37,No,Travel_Rarely,,Research & Development,21,3,Life Sciences,1,,,Male,65,4,1,Research Scientist,,Married,,22977,,Y,Yes,12,3,1,80,1,8,3,2,8,7,,7
196,35,No,Travel_Frequently,,,,3,Medical,1,269,2,,,3,2,Laboratory Technician,,Single,4425,15986,5,Y,No,11,3,4,80,,10,,,,2,1,2
197,42,No,,926,Research & Development,21,2,,1,270,3,Female,,,2,Manufacturing Director,,Divorced,5265,16439,,Y,No,16,3,,,1,11,5,3,5,3,0,2
198,38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,,3,,Manufacturing Director,3,Married,6553,7259,9,Y,No,,,2,80,0,14,3,3,1,,,
199,38,No,Travel_Rarely,1084,Research & Development,,3,Technical Degree,1,,,Male,54,3,2,,4,Married,6261,4185,3,Y,No,18,3,1,,,9,3,,7,7,1,
200,,No,Travel_Frequently,472,Research & Development,1,1,,1,274,3,Male,60,2,2,Manufacturing Director,,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,,2,,
201,49,No,,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,,Divorced,6804,23793,1,Y,Yes,15,3,,80,2,7,0,3,7,7,1,7
202,34,No,Travel_Frequently,878,Research & Development,,4,Medical,1,277,4,Male,43,,,,3,Divorced,,5972,1,,Yes,17,,4,,1,5,4,,5,3,,0
203,40,No,Travel_Rarely,905,,,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,,3,3,80,1,15,2,4,7,2,3,
204,38,Yes,,1180,Research & Development,29,1,Medical,1,,,Male,70,3,2,,,Married,6673,,7,Y,,19,,2,80,0,,,3,1,0,0,0
205,29,Yes,Travel_Rarely,,Sales,27,3,Marketing,,283,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,,22,4,4,,3,,3,2,10,,1,9
206,22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,,,4,Male,,4,,,2,Divorced,2328,,1,,Yes,16,3,1,80,,4,2,2,4,2,,2
207,36,No,Travel_Frequently,635,Research & Development,,,Medical,1,286,2,Female,73,3,1,,4,,2153,7703,1,,No,13,3,1,80,0,8,2,3,8,,1,7
208,40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,,63,2,2,Healthcare Representative,4,Married,,,9,Y,No,,3,,80,1,5,5,1,3,2,,2
209,,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,,Male,97,3,,Healthcare Representative,,Divorced,9396,12368,,,No,16,,3,80,1,17,,3,4,2,0,3
210,32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,,3,Sales Executive,4,Married,10400,25812,1,Y,,11,,3,,0,14,2,2,14,8,9,8
211,30,No,Non-Travel,829,Research & Development,1,1,,1,292,3,Male,,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,,3,,,12,2,3,11,8,5,
212,,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,,4,Female,90,,2,Sales Executive,3,Single,9981,,,Y,No,14,3,4,80,0,7,,3,,7,0,
213,,No,,1469,Research & Development,,,Life Sciences,1,,,Male,81,2,3,Research Director,2,Married,12490,15736,,Y,No,16,3,4,80,2,,,1,10,9,4,7
214,30,Yes,Travel_Rarely,1005,Research & Development,3,3,,,,4,Female,88,3,1,Research Scientist,1,Single,2657,,5,Y,,11,3,3,80,,8,5,,5,2,0,4
215,41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,13591,14674,3,,Yes,18,,3,80,0,16,3,3,1,,0,
216,,Yes,Travel_Frequently,,,26,4,,1,299,3,Female,,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,,0,9,5,2,6,3,0,1
217,,Yes,,992,Research & Development,1,3,Technical Degree,1,300,,Male,,3,,Research Scientist,3,Single,2058,19757,0,,No,14,3,,80,0,7,1,2,,2,1,5
218,45,No,Non-Travel,1052,Sales,6,3,Medical,1,302,4,,57,2,3,Sales Executive,4,Single,,,6,Y,No,12,3,4,80,0,23,2,3,19,,,
219,54,No,Travel_Rarely,1147,,3,3,,1,,4,Female,52,3,2,Sales Executive,1,Married,,,2,,,14,3,4,80,1,,4,3,,,,
220,,No,Travel_Rarely,1396,,5,,Life Sciences,,304,4,,62,3,,Laboratory Technician,2,Single,5914,9945,,Y,No,16,,4,80,0,,3,4,13,,3,7
221,33,No,Travel_Rarely,147,,,,Medical,1,305,3,Female,47,,,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,,0,7,3,3,3,2,1,1
222,37,No,,663,Research & Development,,3,Other,1,306,2,Male,,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,,3,,1,,10,8,0,7
223,38,No,Travel_Rarely,119,Sales,3,,Life Sciences,1,307,,Male,76,3,3,Sales Executive,3,,10609,9647,,Y,No,12,3,3,80,,17,6,2,16,10,5,13
224,31,No,Non-Travel,979,Research & Development,,4,Medical,1,308,,Male,90,,,Manufacturing Director,3,,4345,4381,0,,No,12,3,,,1,6,2,3,5,4,1,4
225,59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,,1,,4,Married,2177,8456,3,Y,No,17,3,1,80,,7,6,3,1,0,0,
226,,No,,,Sales,4,4,,1,311,1,,41,3,1,Sales Representative,4,Divorced,2793,,4,Y,,17,3,3,,1,13,2,,9,8,,8
227,29,No,Travel_Frequently,1413,Sales,1,1,Medical,,312,,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,,,3,4,,1,,,3,11,,,1
228,35,No,,944,,,3,Marketing,1,314,3,Female,,3,3,,3,,,9096,1,Y,No,14,3,1,80,0,,3,4,10,7,0,8
229,,Yes,,896,Research & Development,18,,Medical,1,315,,Male,86,2,1,,4,Single,2389,14961,1,,Yes,13,3,3,80,0,4,3,,4,3,0,1
230,52,No,Travel_Rarely,,Research & Development,2,,Life Sciences,1,316,3,Female,89,,,Laboratory Technician,4,Single,3212,3300,7,,,15,3,2,80,0,6,3,,,2,2,2
231,,No,Travel_Rarely,,,4,2,Technical Degree,1,319,3,,58,3,5,Manager,,Married,,,1,Y,,,3,4,80,0,22,3,3,22,17,11,15
232,59,No,,,Human Resources,,2,Medical,,321,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,Y,,17,3,4,80,0,7,2,2,,,2,2
233,,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,,5,Manager,4,,,24118,,,No,11,,3,80,1,32,,2,,0,,
234,33,Yes,Travel_Rarely,813,Research & Development,14,3,,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,,22149,5,,Yes,13,,,,1,8,2,1,5,4,,4
235,43,No,Travel_Rarely,1034,,,3,,1,327,4,Female,80,3,4,,,Married,,7744,5,Y,Yes,,,3,,1,22,,3,,13,1,9
236,33,Yes,,465,Research & Development,,2,Life Sciences,,,,Female,39,,1,Laboratory Technician,,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
237,52,No,Non-Travel,771,Sales,2,,,1,,1,Male,79,,,,,Single,,21030,1,,Yes,18,,,80,0,33,,4,33,7,15,12
238,32,No,,1401,Sales,4,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,,1,80,1,6,5,3,4,3,1,2
239,,Yes,Travel_Rarely,515,Research & Development,1,3,,1,331,4,Male,62,,1,Laboratory Technician,,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,,3,2,1,2
240,39,No,,1431,Research & Development,1,4,Medical,,332,3,,,3,,Laboratory Technician,3,Divorced,,15417,7,Y,No,14,3,,80,3,7,1,3,,2,1,2
241,32,No,,,Sales,26,4,,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
242,41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,,334,3,,36,3,2,Research Scientist,1,Divorced,,19877,2,,No,16,3,1,,2,,2,,1,0,0,0
243,,No,,1300,Research & Development,24,2,Technical Degree,1,,1,Male,62,3,,,4,Divorced,3319,24447,,Y,,,,1,80,2,9,3,3,9,8,4,7
244,45,No,Travel_Rarely,252,,,3,,1,336,3,Male,,4,5,Manager,4,,19202,15970,0,Y,No,,3,3,80,1,25,2,3,24,0,,
245,31,No,,1327,Research & Development,3,4,Medical,1,337,2,,73,,3,,3,Divorced,13675,13523,9,Y,,,,1,80,1,9,3,3,,2,2,2
246,,No,Travel_Rarely,832,,,4,,1,338,3,,63,2,1,Research Scientist,4,Married,2911,14776,1,,,13,3,3,80,1,2,2,2,2,2,0,2
247,34,No,Travel_Rarely,470,,2,,Life Sciences,1,339,4,Male,,2,2,,1,Married,5957,23687,6,Y,No,13,3,2,80,,13,3,3,11,9,5,
248,,No,Travel_Rarely,1017,Research & Development,1,2,,,340,3,Female,,2,1,Research Scientist,1,,,18697,2,,No,14,3,1,80,1,,2,,,1,0,
249,45,No,Travel_Frequently,1199,Research & Development,7,4,,1,341,1,Male,,4,2,,3,Married,6434,5118,4,,No,,3,4,80,1,9,1,3,3,2,,2
250,37,Yes,Travel_Frequently,504,Research & Development,,3,Medical,1,342,1,,61,3,3,Manufacturing Director,3,,,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0
251,39,No,,505,Research & Development,2,,Technical Degree,1,343,,Female,64,,3,Healthcare Representative,3,Single,,6420,,Y,No,25,4,,80,0,,1,3,19,6,11,8
252,29,No,,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,,Single,2340,,1,Y,No,19,3,1,,0,6,1,3,6,5,1,5
253,42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,,347,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,,13,3,3,80,0,10,1,3,,,0,2
254,29,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,,4,Male,,3,2,Sales Executive,4,,,10732,2,Y,No,14,,4,80,1,,2,3,3,2,,2
255,,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,4898,,,Y,No,,3,,80,,5,3,3,4,2,1,2
256,,No,,269,Research & Development,2,,Medical,1,,4,Female,,2,1,Laboratory Technician,1,Divorced,2593,,0,Y,,11,,3,,,10,4,3,,,,8
257,40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,49,3,,Research Director,,Divorced,19436,5949,0,Y,,19,3,4,80,1,22,5,3,21,7,3,
258,51,No,Travel_Rarely,,Research & Development,1,3,,1,353,3,Male,96,3,1,Research Scientist,4,,2723,23231,1,Y,No,11,3,2,,0,1,0,,1,0,0,0
259,31,Yes,Travel_Frequently,307,,29,2,Medical,1,355,,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,,2,80,,6,2,4,5,4,1,4
260,32,No,,,Research & Development,7,3,,1,359,,Male,,4,1,Laboratory Technician,2,Married,2794,26062,1,,No,20,4,3,80,0,,3,,,1,0,3
261,38,No,,1327,Sales,2,,Life Sciences,1,,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,Y,No,,3,4,80,1,13,0,3,8,7,,5
262,32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,,3,4,,0,,5,3,,2,0,4
263,46,No,Travel_Rarely,,Sales,2,3,Technical Degree,,363,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,,2,80,1,28,2,2,,7,7,7
264,28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,1,Male,,,1,Laboratory Technician,3,Single,3485,14935,2,,No,11,3,3,80,,5,5,,,0,0,0
265,,No,,1210,Sales,2,3,,1,366,,,78,2,2,Sales Executive,2,Married,6644,3687,,Y,No,19,,2,80,2,10,2,,0,0,0,0
266,,No,,,Research & Development,23,3,Medical,1,367,,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,4,,80,1,,2,3,9,0,,8
267,25,No,,675,Research & Development,5,2,Life Sciences,1,,,Male,85,4,2,,,,4000,18384,1,,No,,3,4,80,2,6,2,3,,3,1,5
268,45,No,Travel_Rarely,1385,Research & Development,20,2,,1,372,3,Male,79,,4,Healthcare Representative,4,,13496,7501,0,,Yes,14,,2,80,,21,2,3,20,7,4,10
269,,No,Travel_Rarely,,Research & Development,6,,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,3,3,,1,16,,,,13,10,11
270,55,No,,452,Research & Development,1,3,,,374,4,,81,3,,,1,,19045,18938,0,,Yes,14,3,3,80,0,37,2,3,36,10,4,13
271,47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,,Male,88,3,3,Manager,,,,10268,,,Yes,12,3,4,,1,10,,2,,,,
272,28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,,1,Research Scientist,4,Married,2070,,1,,,,4,4,80,1,,3,2,5,,0,4
273,,No,,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,,14,3,2,80,,7,5,4,5,,0,
274,21,No,Travel_Rarely,996,,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,,,,Y,No,17,3,1,80,,,,4,3,2,,0
275,37,No,Non-Travel,728,,1,4,Medical,1,380,1,,80,3,3,,4,Divorced,13603,11677,2,Y,Yes,18,3,,,,15,2,3,5,2,0,2
276,,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,,,,71,4,3,,,Divorced,11996,19100,7,Y,No,18,3,,80,1,10,6,,7,7,,2
277,,No,Travel_Rarely,322,Sales,7,2,,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,,,1,Y,Yes,24,4,3,,1,,3,3,8,0,7,7
278,26,No,Travel_Frequently,1479,Research & Development,,3,Life Sciences,1,384,3,Female,84,,2,Manufacturing Director,2,Divorced,6397,,1,,No,20,,1,80,1,6,6,,,5,1,4
279,50,No,,797,Research & Development,4,,Life Sciences,,385,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,,1,,2,28,,2,10,4,1,
280,53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,Male,,3,,,3,,17584,,3,Y,Yes,16,,4,,3,21,5,,5,3,1,3
281,42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,,387,2,Male,99,3,2,Sales Executive,3,,4907,24532,,Y,No,25,4,3,80,,20,3,,20,16,,
282,,No,,442,,2,2,Life Sciences,1,388,2,,,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,
283,55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,2,,37,3,2,,4,Married,,,3,,Yes,19,3,4,80,,,4,,10,7,0,8
284,26,No,Travel_Frequently,,Research & Development,11,2,Medical,,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,,,Yes,13,3,3,,,,3,3,5,3,3,3
285,,No,Travel_Rarely,1372,Research & Development,1,,Life Sciences,1,391,4,Female,42,,1,Research Scientist,4,Single,2115,15881,1,Y,No,,3,2,80,0,17,3,,17,12,5,7
286,44,Yes,,920,Research & Development,24,3,Life Sciences,1,392,4,Male,,3,1,Laboratory Technician,,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,,1,,0,0
287,38,No,Travel_Rarely,688,,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,,5745,18899,9,Y,No,14,3,,80,1,10,2,3,2,2,1,2
288,26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,,394,1,Male,45,3,1,Laboratory Technician,2,,2373,14180,2,Y,Yes,13,,4,80,1,5,2,3,3,2,0,2
289,28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,,,4,Single,3310,4488,1,,No,21,4,4,80,0,5,3,3,,,0,2
290,49,No,,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,,Single,18665,25594,9,Y,Yes,11,,4,80,0,22,,3,3,2,1,2
291,36,No,Travel_Rarely,506,Research & Development,3,,Technical Degree,1,397,3,Male,30,,2,,,Single,,26285,4,,No,,3,4,80,0,10,,3,8,0,7,7
292,31,No,Travel_Frequently,444,Sales,5,3,,1,399,4,Female,84,,1,Sales Representative,2,Divorced,2789,3909,,,No,11,3,,,1,2,5,2,2,2,2,2
293,26,Yes,,,Sales,4,,Marketing,,,4,,48,2,,Sales Executive,,,,8450,1,,Yes,12,,,80,0,8,0,3,8,7,7,4
294,37,No,Travel_Frequently,889,Research & Development,9,,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,,3,80,3,,,2,4,2,,2
295,42,No,Travel_Frequently,555,Sales,26,,Marketing,,404,,Female,77,3,4,,,Married,,14864,5,Y,No,14,3,4,80,,23,2,4,20,4,4,8
296,,Yes,Travel_Rarely,230,Research & Development,,3,Life Sciences,,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,,3,80,0,0,2,3,0,0,0,
297,,No,Travel_Rarely,1232,,16,3,,1,406,3,,96,3,3,,2,Married,8020,,0,Y,No,,3,3,80,2,,3,2,11,9,6,
298,,No,Travel_Frequently,566,Research & Development,18,,,1,407,,Male,,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,,3,,80,,4,2,3,,,0,0
299,,No,,,,2,,Medical,,408,4,,84,1,2,Manufacturing Director,2,Divorced,5482,16321,,Y,No,18,3,4,,1,13,,3,4,1,1,2
300,41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,,410,4,Male,88,3,4,Manager,2,Single,16015,15896,,Y,No,19,,2,80,0,22,2,,22,10,0,4
301,18,No,Travel_Rarely,,Sales,10,3,Medical,1,,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,Y,No,,3,1,80,0,,2,,0,0,,0
302,,No,Travel_Rarely,1476,,16,2,Medical,1,,2,Male,68,4,,Healthcare Representative,1,Single,5661,4824,0,,No,19,3,3,80,0,9,,,8,3,0,7
303,31,No,,218,Sales,,3,Technical Degree,1,416,2,,100,4,2,Sales Executive,4,,6929,12241,,Y,No,11,3,2,80,1,10,,,8,7,7,7
304,,No,Travel_Rarely,,Research & Development,1,3,Medical,1,417,3,,48,4,3,Healthcare Representative,4,Divorced,9613,10942,,Y,No,,,,80,,,5,2,,10,3,7
305,36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,,419,2,Female,47,,2,,,Married,,,7,Y,No,15,3,,80,1,11,3,3,9,,0,8
306,,No,Travel_Rarely,,,,3,Life Sciences,1,420,4,,91,2,2,Sales Executive,,,5484,16985,,,,14,,3,80,1,13,3,,13,8,4,
307,,No,,849,Research & Development,,2,Life Sciences,,421,1,Female,81,,3,Research Director,,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,,,8,0,1
308,58,No,Non-Travel,390,Research & Development,1,,,,422,4,Male,,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2
309,31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,,6,4,3,5,2,0,
310,31,No,Travel_Rarely,,Human Resources,2,3,,1,424,1,Male,62,2,2,Human Resources,1,Married,6410,,,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
311,45,No,Travel_Frequently,,Research & Development,7,3,Life Sciences,1,,1,Male,97,3,,,1,Divorced,,20308,1,Y,,18,3,1,80,1,24,,3,24,9,9,
312,31,No,Travel_Rarely,,,2,4,Life Sciences,1,426,3,,32,3,,Research Scientist,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,,1,2,,2,2
313,,No,Travel_Frequently,553,Research & Development,5,,Life Sciences,1,428,4,Female,74,3,,Manager,2,Married,11878,,,,No,11,3,2,80,,12,2,3,10,6,,8
314,39,No,,117,Research & Development,,1,Medical,1,429,3,Male,99,,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,,3,21,9,11,10
315,43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,,430,3,Female,33,,1,Laboratory Technician,,,,10675,0,Y,No,19,,1,,0,9,5,3,8,7,1,
316,49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90,,,Healthcare Representative,3,Single,,17810,7,Y,Yes,12,3,4,80,0,25,,3,,,0,
